Source,Month,Year,Abundance,Number individuals,M P/A,Location,Country,Ecoregion,Latitud,Longitud,Other
"Kogovsek et al. (2010):Malej (2001), Malej & Malej (2004, unpubl. Data), Del Negro et al. (1992)",5,1987,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001), Malej & Malej (2004, unpubl. Data), Del Negro et al. (1992)",6,1987,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001), Malej & Malej (2004, unpubl. Data), Del Negro et al. (1992)",7,1987,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001), Malej & Malej (2004, unpubl. Data), Del Negro et al. (1992)",8,1987,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001), Malej & Malej (2004, unpubl. Data), Del Negro et al. (1992)",9,1987,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001), Malej & Malej (2004, unpubl. Data), Del Negro et al. (1992)",10,1987,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001), Malej & Malej (2004, unpubl. Data), Del Negro et al. (1992)",11,1987,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001), Malej & Malej (2004, unpubl. Data), Del Negro et al. (1992)",12,1987,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",1,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",2,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",3,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",4,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",5,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",6,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",7,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",8,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",9,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",10,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",11,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",12,1988,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",12,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",1,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",2,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",3,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",4,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",5,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",6,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",7,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",8,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",9,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",10,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992)",11,1989,"Bloom 6,7,8",NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992), Piccinetti & Piccinetti Manfrin (1991)",4,1986,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992), Piccinetti & Piccinetti Manfrin (1991)",5,1986,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992), Piccinetti & Piccinetti Manfrin (1991)",6,1986,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992), Piccinetti & Piccinetti Manfrin (1991)",7,1986,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992), Piccinetti & Piccinetti Manfrin (1991)",8,1986,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992), Piccinetti & Piccinetti Manfrin (1991)",9,1986,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992), Piccinetti & Piccinetti Manfrin (1991)",10,1986,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992), Piccinetti & Piccinetti Manfrin (1991)",11,1986,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. data), Del Negro et al. (1992), Piccinetti & Piccinetti Manfrin (1991)",12,1986,NA,NA,P,Gulf of Trieste,Italy,Adriatic_Sea,44.924,13.156,"anecdotal: 40mm mesh size in spring/summer, 12mm autumn/winter(DelNegro 1992)"
"Kogovsek et al. (2010):Malej (2001, unpubl. Data, JeDI)",NA,1997,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,anecdotal
"Kogovsek et al. (2010):Malej (2001, unpubl. Data, JeDI)",NA,1990,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,anecdotal
"Kogovsek et al. (2010):Malej (2001, unpubl. Data, JeDI)",NA,1991,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,anecdotal
"Kogovsek et al. (2010):Malej (2001, unpubl. Data, JeDI)",NA,1992,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,anecdotal
"Kogovsek et al. (2010):Malej (2001, unpubl. Data, JeDI)",NA,1994,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,anecdotal
"Kogovsek et al. (2010):Malej (2001, unpubl. Data, JeDI)",NA,1996,bloom,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,anecdotal
"Kogovsek et al. (2010):Malej (2001, unpubl. Data, JeDI)",NA,1998,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,anecdotal
"Kogovsek et al. (2010):Malej (2001, unpubl. Data-JeDI), Avian & Rottini Sandrini (1994)",NA,1982,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,plankton_net
"Kogovsek et al. (2010):Malej (2001, unpubl. Data-JeDI), Giorgi et al. (1985), Piccinetti & Piccinetti Manfrin (1991)",NA,1983,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,plankton_net
"Kogovsek et al. (2010):Malej (2001, unpubl. Data-JeDI), Giorgi et al. (1985), Piccinetti & Piccinetti Manfrin (1991)",NA,1984,bloom,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,plankton_net
"Kogovsek et al. (2010):Malej (2001, unpubl. Data-JeDI), Giorgi et al. (1985), Piccinetti & Piccinetti Manfrin (1991)",NA,1985,bloom,NA,P,northern_Adriatic,NA,Adriatic_Sea,44.924,13.156,plankton_net
"Kogovsek et al. (2010):MiloÜ (2009, unpubl. data)",NA,2003,bloom,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
"Kogovsek et al. (2010):MiloÜ (2009, unpubl. data)",NA,2004,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
"Kogovsek et al. (2010):MiloÜ (2009, unpubl. data)",NA,2005,bloom,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
"Kogovsek et al. (2010):MiloÜ (2009, unpubl. data)",NA,2006,bloom,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
Kogovsek et al. (2010):Steuer (1902),NA,1901,NA,NA,P,Gulf of Trieste,NA,Adriatic_Sea,44.924,13.156,NA
Kogovsek et al. (2010):Steuer (1904),NA,1902,bloom,NA,P,Gulf of Trieste,NA,Adriatic_Sea,44.924,13.156,NA
Kogovsek et al. (2010):Steuer (1904),NA,1903,NA,NA,P,Gulf of Trieste,NA,Adriatic_Sea,44.924,13.156,NA
Kogovsek et al. (2010):Stiasny (1909),NA,1908,bloom,NA,P,Gulf of Trieste,NA,Adriatic_Sea,44.924,13.156,NA
Kogovsek et al. (2010):Stiasny (1910),NA,1909,bloom,NA,P,Gulf of Trieste,NA,Adriatic_Sea,44.924,13.156,NA
Kogovsek et al. (2010):Sz?ts (1915),NA,1914,bloom,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
Kogovsek et al. (2010):Unpubl. data,NA,2001,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
Kogovsek et al. (2010):Unpubl. data,NA,2002,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
Kogovsek et al. (2010):Unpubl. data,NA,2007,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
Kogovsek et al. (2010):Unpubl. data,NA,2008,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
Kogovsek et al. (2010):Unpubl. data,NA,2009,NA,NA,P,northern_Adriatic,NA,Adriatic_Sea,NA,NA,NA
Lilley et al. (2009),5,2005,fewer medusae than normal for this area(1993-2004 average),NA,P,Mar Menor coastal lagoon,Spain,Western_Mediterranean,37.77,-0.786,NA
Lilley et al. (2009),6,2005,fewer medusae than normal for this area(1993-2004 average),NA,P,Mar Menor coastal lagoon,Spain,Western_Mediterranean,37.77,-0.786,NA
Lilley et al. (2009),7,2005,fewer medusae than normal for this area(1993-2004 average),NA,P,Mar Menor coastal lagoon,Spain,Western_Mediterranean,37.77,-0.786,NA
Lilley et al. (2009),5,2006,large numbers of medusae,NA,P,Mar Menor coastal lagoon,Spain,Western_Mediterranean,37.77,-0.786,NA
Lilley et al. (2009),6,2006,large numbers of medusae,NA,P,Mar Menor coastal lagoon,Spain,Western_Mediterranean,37.77,-0.786,NA
Lilley et al. (2009),7,2006,large numbers of medusae,NA,P,Mar Menor coastal lagoon,Spain,Western_Mediterranean,37.77,-0.786,NA
Lilley et al. (2009),NA,2006,>1500 stranded,NA,P,Near Barcelona,Spain,Western_Mediterranean,41.4,2.2,NA
"Lilley et al. (2009): Mas, (1999), Perez-Ruzafa et al. (2002)",5,1993,Big aggregations annually,NA,P,Mar_Menor,Spain,Western_Mediterranean,37.77,-0.786,NA
"Lilley et al. (2009): Mas, (1999), Perez-Ruzafa et al. (2002)",6,1993,Big aggregations annually,NA,P,Mar_Menor,Spain,Western_Mediterranean,37.77,-0.786,NA
"Lilley et al. (2009): Mas, (1999), Perez-Ruzafa et al. (2002)",7,1993,Big aggregations annually,NA,P,Mar_Menor,Spain,Western_Mediterranean,37.77,-0.786,NA
Lilley et al. (2009),7,2003,> 100000 stranded,NA,P,NA,Tuscany,Western_Mediterranean,43.4,10,NA
Marques et al. (2015),5,2010,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),6,2010,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),7,2010,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),8,2010,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),9,2010,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),6,2011,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),7,2011,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),8,2011,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),9,2011,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),10,2011,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Marques et al. (2015),11,2011,0,NA,A,Bages-Sigean coastal lagoon (northern part),France,Western_Mediterranean,43.083,3,"modified Nansen net (2m long, 100cm aperture, 700mm mesh size) with a large plexiglass collector"
Medusa app (http://www.medusapp.net/mapa/index.php),8,2016,1,NA,P,NA,Spain,Western_Mediterranean,39.405,-0.331,NA
Medusa app (http://www.medusapp.net/mapa/index.php),7,2018,1,NA,P,NA,Spain,Atlantic_Ocean,37.18,-7.34,beached 22/7/2018. 15 a 25 cm
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,1,NA,P,NA,Spain,Atlantic_Ocean,37.172,-7.377,beached 2018-08-01 08
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,11 to 99,NA,P,NA,Spain,Alboran_Sea,36.72,-4.364,10-15 cm
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,1,NA,P,NA,Spain,Alboran_Sea,36.743,-3.664,>25 cm  2018-08-30 
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,2 to 5,NA,P,NA,Spain,Alboran_Sea,36.747,-3.278, 15-25 cm 2018-08-25
Medusa app (http://www.medusapp.net/mapa/index.php),6,2018,NA,NA,P,NA,Spain,Western_Mediterranean,37.633,-0.731, 2018-06-24 beached
Medusa app (http://www.medusapp.net/mapa/index.php),6,2018,1,NA,P,NA,Spain,Western_Mediterranean,37.635,-0.727,beached  >25cm  2018-06-24
Medusa app (http://www.medusapp.net/mapa/index.php),7,2018,11 to 99,NA,P,NA,Spain,Western_Mediterranean,37.639,-0.723, 2018-07-03 >25cm
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,1,NA,P,NA,Spain,Western_Mediterranean,37.755,-0.83,8/19/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,1,NA,P,NA,Spain,Western_Mediterranean,37.756,-0.83,5 a 10 cm  2018-08-19
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,2 to 5,NA,P,NA,Spain,Western_Mediterranean,37.752,-0.742,15-25 cm  2018-08-03 beached
Medusa app (http://www.medusapp.net/mapa/index.php),7,2018,NA,NA,P,NA,Spain,Western_Mediterranean,37.768,-0.748,beached 2018-07-25 
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,37.77,-0.748,beached 10-15 cm
Medusa app (http://www.medusapp.net/mapa/index.php),7,2018,NA,NA,P,NA,Spain,Western_Mediterranean,38.785,0.184,7/11/2018
Medusa app (http://www.medusapp.net/mapa/index.php),7,2018,1,NA,P,NA,Spain,Western_Mediterranean,38.995,-0.159,10 a 15 cm  2018-07-25 
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,1,NA,P,NA,Spain,Western_Mediterranean,39.247,-0.257,8/18/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,39.267,-0.269,beached8/12/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,39.769,-0.155,beached8/26/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,11 to 99,NA,P,NA,Spain,Western_Mediterranean,39.627,3.294,> 25 cm beached 2018-08-19
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,1,NA,P,NA,Spain,Western_Mediterranean,42.017,3.195,beached 15-25 cm 2018-08-22
Medusa app (http://www.medusapp.net/mapa/index.php),7,2018,>100,NA,P,NA,Spain,Western_Mediterranean,41.961,3.231,>25cm 2018-07-31
Medusa app (http://www.medusapp.net/mapa/index.php),7,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.646,2.759,7/31/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,6 to 10,NA,P,NA,Spain,Western_Mediterranean,41.587,2.581,>25 cm 2018-08-06 
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.584,2.571,8/15/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.582,2.568,8/4/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,1,NA,P,NA,Spain,Western_Mediterranean,41.57,2.533,10-15 cm beached  2018-08-03
Medusa app (http://www.medusapp.net/mapa/index.php),7,2018,11 to 99,NA,P,NA,Spain,Western_Mediterranean,41.51,2.409,>25 cm 2018-07-31 
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.446,2.251,8/12/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,2 to 5,NA,P,NA,Spain,Western_Mediterranean,41.365,2.186, 5 a 10 cm
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,2 to 5,NA,P,NA,Spain,Western_Mediterranean,41.287,2.097,15 a 25 cm 2018-08-02  beached
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.268,2.032, beached  2018-08-29
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,6 to 10,NA,P,NA,Spain,Western_Mediterranean,41.267,2.025,15 a 25 cm beached 2018-08-22
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.27,2.013,>25cm 2018-08-15
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.266,2.011,>25cm beached 2018-08-15 
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,2 to 5,NA,P,NA,Spain,Western_Mediterranean,41.267,2.004,beached 2018-08-19 5 a 10 cm
Medusa app (http://www.medusapp.net/mapa/index.php),7,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.266,2.006,beached 2018-07-26
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.265,2.005,beached  2018-08-02
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,11 to 99,NA,P,NA,Spain,Western_Mediterranean,41.265,2.005,>25 cm beached  2018-08-21
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,2 to 5,NA,P,NA,Spain,Western_Mediterranean,41.264,1.987, beached  2018-08-01  10 a 15 cm
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,1,NA,P,NA,Spain,Western_Mediterranean,41.265,1.979, beached 15 a 25 cm 2018-08-17
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,6 to 10,NA,P,NA,Spain,Western_Mediterranean,41.265,1.978, beached  2018-08-17
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,6 to 10,NA,P,NA,Spain,Western_Mediterranean,41.264,1.971,beached 8/21/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,1,NA,P,NA,Spain,Western_Mediterranean,41.264,1.959,beached 2018-08-27 15-25 cm
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.264,1.955,beached 15-25 cm  2018-08-02 
Medusa app (http://www.medusapp.net/mapa/index.php),9,2018,2 to 5,NA,P,NA,Spain,Western_Mediterranean,41.251,1.898,15-25 cm 2018-09-15 
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,2 to 5,NA,P,NA,Spain,Western_Mediterranean,41.201,1.679,beached 2018-08-20
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.192,1.605,beached 2018-08-19 
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.19,1.601,8/15/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.183,1.604,8/15/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,2 to 5,NA,P,NA,Spain,Western_Mediterranean,41.189,1.587,beached 8/20/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,NA,NA,P,NA,Spain,Western_Mediterranean,41.188,1.584,8/3/2018
Medusa app (http://www.medusapp.net/mapa/index.php),8,2018,11 to 99,NA,P,NA,Spain,Western_Mediterranean,41.197,1.542,beached 15-25 cm 2018-08-28
